rating_id,company_id,analyst_firm,rating,target_price_usd,rating_date
1,1,B of A Securities,Buy,,2026-06-18
2,1,TD Cowen,Buy,,2026-06-09
3,1,Maxim Group,Buy,,2026-06-09
4,1,Rosenblatt,Neutral,,2026-06-09
5,1,Morgan Stanley,Overweight,,2026-06-09
6,1,Needham,Hold,,2026-06-09
7,1,Wedbush,Outperform,,2026-06-05
8,1,B of A Securities,Buy,,2026-05-26
9,1,Tigress Financial,Buy,,2026-05-14
10,1,Evercore ISI Group,Outperform,,2026-05-14
11,1,Wedbush,Outperform,,2026-05-08
12,1,UBS,Neutral,,2026-05-01
13,1,Maxim Group,Buy,,2026-05-01
14,1,TD Cowen,Buy,,2026-05-01
15,1,Wedbush,Outperform,,2026-05-01
16,1,Barclays,Underweight,,2026-05-01
17,1,Wells Fargo,Overweight,,2026-05-01
18,1,DA Davidson,Neutral,,2026-05-01
19,1,Rosenblatt,Neutral,,2026-05-01
20,1,Morgan Stanley,Overweight,,2026-05-01
21,1,Needham,Hold,,2026-05-01
22,1,UBS,Neutral,,2026-04-28
23,1,Wedbush,Outperform,,2026-04-21
24,1,Rosenblatt,Neutral,,2026-04-21
25,1,BNP Paribas,Outperform,,2026-04-17
26,1,B of A Securities,Buy,,2026-04-14
27,1,Wedbush,Outperform,,2026-03-31
28,1,Wedbush,Outperform,,2026-03-27
29,1,Morgan Stanley,Overweight,,2026-03-23
30,1,B of A Securities,Buy,,2026-03-23
31,1,Wedbush,Outperform,,2026-03-05
32,1,Rosenblatt,Neutral,,2026-03-05
33,1,Barclays,Underweight,,2026-03-03
34,1,Wedbush,Outperform,,2026-02-17
35,1,Jefferies,Hold,,2026-01-30
36,1,Maxim Group,Buy,,2026-01-30
37,1,JP Morgan,Overweight,,2026-01-30
38,1,TD Cowen,Buy,,2026-01-30
39,1,Barclays,Underweight,,2026-01-30
40,1,DA Davidson,Neutral,,2026-01-30
41,1,Wedbush,Outperform,,2026-01-30
42,1,Needham,Hold,,2026-01-30
43,1,Rosenblatt,Neutral,,2026-01-30
44,1,JP Morgan,Overweight,,2026-01-26
45,1,Jefferies,Hold,,2026-01-26
46,1,Citigroup,Buy,,2026-01-20
47,1,Evercore ISI Group,Outperform,,2026-01-20
48,1,Wedbush,Outperform,,2026-01-13
49,1,Wedbush,Outperform,,2026-01-12
50,1,Evercore ISI Group,Outperform,,2026-01-09
51,1,Morgan Stanley,Overweight,,2025-12-17
52,1,Citigroup,Buy,,2025-12-09
53,1,Evercore ISI Group,Outperform,,2025-12-08
54,1,Wedbush,Outperform,,2025-12-08
55,1,CLSA,Outperform,,2025-12-05
56,1,Loop Capital,Buy,,2025-12-02
57,1,Rosenblatt,Neutral,,2025-11-04
58,1,Wells Fargo,Overweight,,2025-10-31
59,1,Barclays,Underweight,,2025-10-31
60,1,Citigroup,Buy,,2025-10-31
61,1,JP Morgan,Overweight,,2025-10-31
62,1,Goldman Sachs,Buy,,2025-10-31
63,1,Jefferies,Hold,,2025-10-31
64,1,TD Cowen,Buy,,2025-10-31
65,1,Argus Research,Buy,,2025-10-31
66,1,UBS,Neutral,,2025-10-31
67,1,DA Davidson,Neutral,,2025-10-31
68,1,Evercore ISI Group,Outperform,,2025-10-31
69,1,Rosenblatt,Neutral,,2025-10-31
70,1,Morgan Stanley,Overweight,,2025-10-31
71,1,B of A Securities,Buy,,2025-10-31
72,1,B of A Securities,Buy,,2025-10-29
73,1,Baird,Outperform,,2025-10-28
74,1,JP Morgan,Overweight,,2025-10-27
75,1,Goldman Sachs,Buy,,2025-10-21
76,1,Wells Fargo,Overweight,,2025-10-21
77,1,Loop Capital,Buy,,2025-10-20
78,1,Jefferies,Underperform,,2025-10-03
79,1,Morgan Stanley,Overweight,,2025-10-02
80,1,Seaport Global,Buy,,2025-10-01
81,1,Evercore ISI Group,Outperform,,2025-09-26
82,1,Wedbush,Outperform,,2025-09-22
83,1,Tigress Financial,Buy,,2025-09-17
84,1,Bernstein,Outperform,,2025-09-16
85,1,DA Davidson,Neutral,,2025-09-11
86,1,Phillip Securities,Sell,,2025-09-11
87,1,Melius Research,Buy,,2025-09-10
88,1,B of A Securities,Buy,,2025-09-10
89,1,Rosenblatt,Neutral,,2025-09-10
90,1,Evercore ISI Group,Outperform,,2025-09-10
91,1,Wedbush,Outperform,,2025-09-09
92,1,Jefferies,Hold,,2025-09-08
93,1,MoffettNathanson,Neutral,,2025-09-04
94,1,B of A Securities,Buy,,2025-09-03
95,1,Wedbush,Outperform,,2025-09-03
96,1,Goldman Sachs,Buy,,2025-08-27
97,1,B of A Securities,Buy,,2025-08-25
98,1,Loop Capital,Hold,,2025-08-21
99,1,Melius Research,Buy,,2025-08-14
100,1,Evercore ISI Group,Outperform,,2025-08-13
101,1,Melius Research,Buy,,2025-08-08
102,1,Wedbush,Outperform,,2025-08-07
103,1,B of A Securities,Buy,,2025-08-07
104,1,Wells Fargo,Overweight,,2025-08-07
105,1,DA Davidson,Buy,,2025-08-01
106,1,Citigroup,Buy,,2025-08-01
107,1,JP Morgan,Overweight,,2025-08-01
108,1,UBS,Neutral,,2025-08-01
109,1,Wedbush,Outperform,,2025-08-01
110,1,Raymond James,Outperform,,2025-08-01
111,1,Barclays,Underweight,,2025-08-01
112,1,Rosenblatt,Neutral,,2025-08-01
113,1,Morgan Stanley,Overweight,,2025-08-01
114,1,B of A Securities,Buy,,2025-08-01
115,1,Wedbush,Outperform,,2025-07-30
116,1,Rosenblatt,Neutral,,2025-07-29
117,1,Needham,Hold,,2025-07-25
118,1,JP Morgan,Overweight,,2025-07-17
119,1,Wedbush,Outperform,,2025-07-09
120,1,Jefferies,Hold,,2025-07-01
121,1,JP Morgan,Overweight,,2025-06-26
122,1,Morgan Stanley,Overweight,,2025-06-10
123,1,Wedbush,Outperform,,2025-06-10
124,1,B of A Securities,Buy,,2025-06-10
125,1,Needham,Hold,,2025-06-10
126,1,Morgan Stanley,Overweight,,2025-06-05
127,1,Needham,Hold,,2025-06-04
128,1,Wedbush,Outperform,,2025-05-16
129,1,JP Morgan,Overweight,,2025-05-03
130,1,B of A Securities,Buy,,2025-05-02
131,1,Baird,Outperform,,2025-05-02
132,1,Wedbush,Outperform,,2025-05-02
133,1,Rosenblatt,Neutral,,2025-05-02
134,1,Jefferies,Underperform,,2025-05-02
135,1,DA Davidson,Buy,,2025-05-02
136,1,Needham,Buy,,2025-05-02
137,1,B of A Securities,Buy,,2025-05-01
138,1,Rosenblatt,Buy,,2025-05-01
139,1,Loop Capital,Hold,,2025-04-30
140,1,Barclays,Underweight,,2025-04-30
141,1,Raymond James,Outperform,,2025-04-30
142,1,Morgan Stanley,Overweight,,2025-04-29
143,1,B of A Securities,Buy,,2025-04-24
144,1,Goldman Sachs,Buy,,2025-04-23
145,1,UBS,Neutral,,2025-04-23
146,1,Goldman Sachs,Buy,,2025-04-14
147,1,Citigroup,Buy,,2025-04-14
148,1,DA Davidson,Buy,,2025-04-14
149,1,JP Morgan,Overweight,,2025-04-14
150,1,Needham,Buy,,2025-04-14
151,1,Jefferies,Hold,,2025-04-09
152,1,Morgan Stanley,Overweight,,2025-04-08
153,1,Goldman Sachs,Buy,,2025-04-08
154,1,Keybanc,Underweight,,2025-04-08
155,1,Wedbush,Outperform,,2025-04-07
156,1,Needham,Buy,,2025-04-04
157,1,B of A Securities,Buy,,2025-04-03
158,1,Tigress Financial,Buy,,2025-04-03
159,1,Rosenblatt,Buy,,2025-04-03
160,1,Jefferies,Hold,,2025-04-03
161,1,Goldman Sachs,Buy,,2025-03-31
162,1,Evercore ISI Group,Outperform,,2025-03-18
163,1,Wedbush,Outperform,,2025-03-14
164,1,Morgan Stanley,Overweight,,2025-03-12
165,1,Wedbush,Outperform,,2025-03-03
166,1,Goldman Sachs,Buy,,2025-02-19
167,1,Citigroup,Buy,,2025-01-31
168,1,Needham,Buy,,2025-01-31
169,1,Morgan Stanley,Overweight,,2025-01-31
170,1,Evercore ISI Group,Outperform,,2025-01-31
171,1,B of A Securities,Buy,,2025-01-31
172,1,Barclays,Underweight,,2025-01-31
173,1,JP Morgan,Overweight,,2025-01-31
174,1,Jefferies,Underperform,,2025-01-31
175,1,Goldman Sachs,Buy,,2025-01-31
176,1,TD Cowen,Buy,,2025-01-31
177,1,DA Davidson,Buy,,2025-01-30
178,1,Oppenheimer,Market Perform,,2025-01-29
179,1,Piper Sandler,Market Perform,,2025-01-29
180,1,TD Cowen,Buy,,2025-01-28
181,1,Rosenblatt,Buy,,2025-01-27
182,1,B of A Securities,Buy,,2025-01-24
183,1,Wedbush,Outperform,,2025-01-23
184,1,Goldman Sachs,Buy,,2025-01-23
185,1,Barclays,Underweight,,2025-01-22
186,1,Loop Capital,Hold,,2025-01-21
187,1,JP Morgan,Overweight,,2025-01-21
188,1,Needham,Buy,,2025-01-21
189,1,Jefferies,Underperform,,2025-01-21
190,1,MoffettNathanson,Sell,,2025-01-07
191,1,Bernstein,Outperform,,2025-01-03
192,1,B of A Securities,Buy,,2025-01-03
193,1,Wedbush,Outperform,,2024-12-26
194,1,Daiwa Capital,Outperform,,2024-12-18
195,1,Morgan Stanley,Overweight,,2024-12-13
196,1,Needham,Buy,,2024-12-10
197,1,HSBC,Hold,,2024-12-03
198,1,Jefferies,Hold,,2024-12-02
199,1,Wedbush,Outperform,,2024-11-29
200,1,Morgan Stanley,Overweight,,2024-11-25
201,1,Susquehanna,Buy,,2024-11-20
202,1,Jefferies,Hold,,2024-11-15
203,1,Loop Capital,Buy,,2024-11-04
204,1,Maxim Group,Hold,,2024-11-01
205,1,Barclays,Underweight,,2024-11-01
206,1,Rosenblatt,Buy,,2024-11-01
207,1,Needham,Buy,,2024-11-01
208,1,DA Davidson,Buy,,2024-11-01
209,1,Oppenheimer,Outperform,,2024-11-01
210,1,HSBC,Hold,,2024-11-01
211,1,Keybanc,Underweight,,2024-10-25
212,1,CFRA,Buy,,2024-10-21
213,1,B of A Securities,Buy,,2024-10-03
214,1,Barclays,Underweight,,2024-10-01
215,1,New Street Research,Neutral,,2024-09-25
216,1,Needham,Buy,,2024-09-24
217,1,Needham,Buy,,2024-09-19
218,1,Evercore ISI Group,Outperform,,2024-09-16
219,1,JP Morgan,Overweight,,2024-09-10
220,1,Oppenheimer,Outperform,,2024-09-10
221,1,Wedbush,Outperform,,2024-09-10
222,1,B of A Securities,Buy,,2024-09-10
223,1,Maxim Group,Hold,,2024-09-10
224,1,Rosenblatt,Buy,,2024-09-10
225,1,Morgan Stanley,Overweight,,2024-09-10
226,1,Needham,Buy,,2024-09-10
227,1,Wedbush,Outperform,,2024-09-09
228,1,B of A Securities,Buy,,2024-09-05
229,1,UBS,Neutral,,2024-09-04
230,1,Tigress Financial,Buy,,2024-08-28
231,1,Citigroup,Buy,,2024-08-27
232,1,Morgan Stanley,Overweight,,2024-08-27
233,1,Evercore ISI Group,Outperform,,2024-08-27
234,1,B of A Securities,Buy,,2024-08-27
235,1,Melius Research,Buy,,2024-08-27
236,1,MoffettNathanson,Neutral,,2024-08-19
237,1,Morgan Stanley,Overweight,,2024-08-06
238,1,Needham,Buy,,2024-08-05
239,1,Maxim Group,Hold,,2024-08-02
240,1,Rosenblatt,Buy,,2024-08-02
241,1,Wedbush,Outperform,,2024-08-02
242,1,Goldman Sachs,Buy,,2024-08-02
243,1,Citigroup,Buy,,2024-08-02
244,1,Barclays,Underweight,,2024-08-02
245,1,TD Cowen,Buy,,2024-07-29
246,1,Raymond James,Outperform,,2024-07-26
247,1,Baird,Outperform,,2024-07-25
248,1,Barclays,Underweight,,2024-07-24
249,1,JP Morgan,Overweight,,2024-07-24
250,1,Goldman Sachs,Buy,,2024-07-18
251,1,CFRA,Buy,,2024-07-17
252,1,Loop Capital,Buy,,2024-07-15
253,1,Morgan Stanley,Overweight,,2024-07-15
254,1,Wedbush,Outperform,,2024-07-11
255,1,B of A Securities,Buy,,2024-07-11
256,1,Needham,Buy,,2024-07-10
257,1,B of A Securities,Buy,,2024-07-09
258,1,UBS,Neutral,,2024-07-01
259,1,Needham,Buy,,2024-07-01
260,1,Oppenheimer,Outperform,,2024-06-28
261,1,B of A Securities,Buy,,2024-06-26
262,1,Rosenblatt,Buy,,2024-06-26
263,1,Evercore ISI Group,Outperform,,2024-06-25
264,1,Melius Research,Buy,,2024-06-24
265,1,Bernstein,Outperform,,2024-06-21
266,1,JP Morgan,Overweight,,2024-06-18
267,1,Erste Group,Buy,,2024-06-14
268,1,B of A Securities,Buy,,2024-06-12
269,1,DA Davidson,Buy,,2024-06-11
270,1,Barclays,Underweight,,2024-06-11
271,1,UBS,Neutral,,2024-06-11
272,1,Morgan Stanley,Overweight,,2024-06-11
273,1,Rosenblatt,Neutral,,2024-06-11
274,1,JP Morgan,Overweight,,2024-06-11
275,1,Needham,Buy,,2024-06-11
276,1,Morgan Stanley,Overweight,,2024-06-04
277,1,Tigress Financial,Buy,,2024-05-30
278,1,B of A Securities,Buy,,2024-05-29
279,1,Wedbush,Outperform,,2024-05-24
280,1,Wedbush,Outperform,,2024-05-13
281,1,Canaccord Genuity,Buy,,2024-05-03
282,1,Itau BBA,Market Perform,,2024-05-03
283,1,Morgan Stanley,Overweight,,2024-05-03
284,1,B of A Securities,Buy,,2024-05-03
285,1,JP Morgan,Overweight,,2024-05-03
286,1,Barclays,Underweight,,2024-05-03
287,1,Wedbush,Outperform,,2024-05-03
288,1,Rosenblatt,Neutral,,2024-05-03
289,1,Needham,Buy,,2024-05-03
290,1,Citigroup,Buy,,2024-04-29
291,1,Bernstein,Outperform,,2024-04-29
292,1,Morgan Stanley,Overweight,,2024-04-22
293,1,Maxim Group,Hold,,2024-04-17
294,1,Needham,Buy,,2024-04-16
295,1,JP Morgan,Overweight,,2024-04-11
296,1,Wedbush,Outperform,,2024-04-09
297,1,Loop Capital,Hold,,2024-04-01
298,1,DZ Bank,Hold,,2024-03-28
299,1,UBS,Neutral,,2024-03-25
300,1,Morgan Stanley,Overweight,,2024-03-22
301,1,Citigroup,Buy,,2024-03-21
302,1,Wedbush,Outperform,,2024-03-21
303,1,B of A Securities,Buy,,2024-03-12
304,1,Citigroup,Buy,,2024-03-08
305,1,Rosenblatt,Neutral,,2024-03-05
306,1,Wedbush,Outperform,,2024-02-28
307,1,Wedbush,Outperform,,2024-02-12
308,1,DA Davidson,Neutral,,2024-02-07
309,1,Loop Capital,Hold,,2024-02-05
310,1,JP Morgan,Overweight,,2024-02-02
311,1,Citigroup,Buy,,2024-02-02
312,1,Oppenheimer,Outperform,,2024-02-02
313,1,Wedbush,Outperform,,2024-02-02
314,1,Barclays,Underweight,,2024-02-02
315,1,Needham,Buy,,2024-02-02
316,1,Rosenblatt,Neutral,,2024-01-31
317,1,Wedbush,Outperform,,2024-01-31
318,1,Wedbush,Outperform,,2024-01-30
319,1,B of A Securities,Buy,,2024-01-18
320,1,Redburn Atlantic,Neutral,,2024-01-10
321,1,Piper Sandler,Neutral,,2024-01-04
322,1,DA Davidson,Neutral,,2024-01-03
323,1,Barclays,Underweight,,2024-01-02
324,1,Wedbush,Outperform,,2023-12-20
325,1,Wedbush,Outperform,,2023-12-11
326,1,Morgan Stanley,Overweight,,2023-12-08
327,1,Wedbush,Outperform,,2023-11-24
328,1,Tigress Financial,Buy,,2023-11-16
329,1,Rosenblatt,Neutral,,2023-11-03
330,1,Wedbush,Outperform,,2023-11-03
331,1,Morgan Stanley,Overweight,,2023-11-03
332,1,Wedbush,Outperform,,2023-11-01
333,1,Needham,Buy,,2023-10-31
334,1,Oppenheimer,Outperform,,2023-10-30
335,1,Barclays,Neutral,,2023-10-30
336,1,B of A Securities,Neutral,,2023-10-24
337,1,Morgan Stanley,Overweight,,2023-10-16
338,1,Barclays,Neutral,,2023-10-09
339,1,Bernstein,Market Perform,,2023-10-09
340,1,Evercore ISI Group,Outperform,,2023-09-28
341,1,UBS,Neutral,,2023-09-27
342,1,B of A Securities,Neutral,,2023-09-26
343,1,Morgan Stanley,Overweight,,2023-09-25
344,1,B of A Securities,Neutral,,2023-09-22
345,1,JP Morgan,Overweight,,2023-09-21
346,1,Evercore ISI Group,Outperform,,2023-09-19
347,1,Barclays,Neutral,,2023-09-19
348,1,Wedbush,Outperform,,2023-09-18
349,1,Credit Suisse,Outperform,,2023-09-15
350,1,Keybanc,Overweight,,2023-09-14
351,1,B of A Securities,Neutral,,2023-09-13
352,1,Wedbush,Outperform,,2023-09-13
353,1,Needham,Buy,,2023-09-13
354,1,Wedbush,Outperform,,2023-09-12
355,1,Rosenblatt,Neutral,,2023-09-12
356,1,JP Morgan,Overweight,,2023-09-08
357,1,Wedbush,Outperform,,2023-09-07
358,1,Needham,Buy,,2023-09-07
359,1,Wedbush,Outperform,,2023-08-17
360,1,Canaccord Genuity,Buy,,2023-08-04
361,1,Morgan Stanley,Overweight,,2023-08-04
362,1,Raymond James,Outperform,,2023-08-04
363,1,Rosenblatt,Neutral,,2023-08-04
364,1,Barclays,Neutral,,2023-08-04
365,1,Citigroup,Buy,,2023-08-04
366,1,Needham,Buy,,2023-08-04
367,1,JP Morgan,Overweight,,2023-08-02
368,1,TD Cowen,Outperform,,2023-08-01
369,1,Baird,Outperform,,2023-08-01
370,1,Piper Sandler,Overweight,,2023-07-31
371,1,Bernstein,Market Perform,,2023-07-27
372,1,Morgan Stanley,Overweight,,2023-07-25
373,1,Wells Fargo,Overweight,,2023-07-24
374,1,Deutsche Bank,Buy,,2023-07-24
375,1,Credit Suisse,Outperform,,2023-07-20
376,1,Citigroup,Buy,,2023-07-20
377,1,B of A Securities,Neutral,,2023-07-19
378,1,Morgan Stanley,Overweight,,2023-07-17
379,1,Keybanc,Overweight,,2023-07-11
380,1,UBS,Neutral,,2023-07-05
381,1,Citigroup,Buy,,2023-06-30
382,1,Tigress Financial,Buy,,2023-06-23
383,1,Bernstein,Market Perform,,2023-06-14
384,1,UBS,Neutral,,2023-06-13
385,1,Wedbush,Outperform,,2023-06-07
386,1,"Monness, Crespi, Hardt",Buy,,2023-06-06
387,1,Wedbush,Outperform,,2023-06-06
388,1,Credit Suisse,Outperform,,2023-06-06
389,1,Wells Fargo,Overweight,,2023-06-06
390,1,Needham,Buy,,2023-06-06
391,1,DA Davidson,Neutral,,2023-06-06
392,1,Wedbush,Outperform,,2023-06-05
393,1,B of A Securities,Neutral,,2023-06-05
394,1,Evercore ISI Group,Outperform,,2023-06-05
395,1,Morgan Stanley,Overweight,,2023-06-02
396,1,Jefferies,Buy,,2023-06-02
397,1,Wedbush,Outperform,,2023-05-31
398,1,Bernstein,Market Perform,,2023-05-22
399,1,Loop Capital,Hold,,2023-05-22
400,1,Bernstein,Market Perform,,2023-05-12
401,1,"Monness, Crespi, Hardt",Buy,,2023-05-05
402,1,Bernstein,Market Perform,,2023-05-05
403,1,Raymond James,Outperform,,2023-05-05
404,1,Rosenblatt,Buy,,2023-05-05
405,1,Oppenheimer,Outperform,,2023-05-05
406,1,Morgan Stanley,Overweight,,2023-05-05
407,1,B of A Securities,Neutral,,2023-05-05
408,1,Needham,Buy,,2023-05-05
409,1,Piper Sandler,Overweight,,2023-05-05
410,1,Deutsche Bank,Buy,,2023-05-05
411,1,Atlantic Equities,Overweight,,2023-05-05
412,1,Keybanc,Overweight,,2023-05-05
413,1,Canaccord Genuity,Buy,,2023-05-04
414,1,Rosenblatt,Buy,,2023-05-04
415,1,Baird,Outperform,,2023-05-02
416,1,B of A Securities,Neutral,,2023-05-01
417,1,"Monness, Crespi, Hardt",Buy,,2023-04-30
418,1,DA Davidson,Buy,,2023-04-28
419,1,Bernstein,Market Perform,,2023-04-27
420,1,Deutsche Bank,Buy,,2023-04-26
421,1,Barclays,Neutral,,2023-04-26
422,1,JP Morgan,Overweight,,2023-04-19
423,1,Wedbush,Outperform,,2023-04-17
424,1,Canaccord Genuity,Buy,,2023-04-13
425,1,Credit Suisse,Outperform,,2023-04-13
426,1,Jefferies,Buy,,2023-04-05
427,1,B of A Securities,Neutral,,2023-04-05
428,1,Needham,Buy,,2023-03-30
429,1,LightShed Partners,Sell,,2023-03-10
430,1,Needham,Buy,,2023-03-10
431,1,Wedbush,Outperform,,2023-03-08
432,1,Goldman Sachs,Buy,,2023-03-06
433,1,Jefferies,Buy,,2023-03-02
434,1,Evercore ISI Group,Outperform,,2023-02-06
435,1,"Monness, Crespi, Hardt",Buy,,2023-02-03
436,1,Bernstein,Market Perform,,2023-02-03
437,1,B of A Securities,Neutral,,2023-02-03
438,1,DA Davidson,Buy,,2023-02-03
439,1,Rosenblatt,Buy,,2023-02-03
440,1,Wedbush,Outperform,,2023-02-03
441,1,Cowen & Co.,Outperform,,2023-02-03
442,1,JP Morgan,Overweight,,2023-02-03
443,1,Raymond James,Outperform,,2023-02-03
444,1,Barclays,Neutral,,2023-02-03
445,1,New Street Research,Neutral,,2023-02-03
446,1,Needham,Buy,,2023-02-03
447,1,Piper Sandler,Overweight,,2023-02-03
448,1,B of A Securities,Neutral,,2023-01-27
449,1,Deutsche Bank,Buy,,2023-01-23
450,1,JP Morgan,Overweight,,2023-01-19
451,1,"Monness, Crespi, Hardt",Buy,,2023-01-18
452,1,Canaccord Genuity,Buy,,2023-01-18
453,1,Rosenblatt,Buy,,2023-01-13
454,1,Barclays,Neutral,,2023-01-11
455,1,Bernstein,Market Perform,,2023-01-09
456,1,Tigress Financial,Buy,,2023-01-04
457,1,Wedbush,Outperform,,2023-01-04
458,1,Exane BNP Paribas,Neutral,,2023-01-03
459,1,JP Morgan,Overweight,,2022-12-20
460,1,Oppenheimer,Outperform,,2022-12-12
461,1,UBS,Buy,,2022-11-08
462,1,Morgan Stanley,Overweight,,2022-11-08
463,1,B of A Securities,Neutral,,2022-11-07
464,1,Barclays,Neutral,,2022-11-07
465,1,"Monness, Crespi, Hardt",Buy,,2022-10-28
466,1,DA Davidson,Buy,,2022-10-28
467,1,Wedbush,Outperform,,2022-10-28
468,1,Credit Suisse,Outperform,,2022-10-28
469,1,Barclays,Neutral,,2022-10-28
470,1,Deutsche Bank,Buy,,2022-10-28
471,1,Citigroup,Buy,,2022-10-28
472,1,Keybanc,Overweight,,2022-10-28
473,1,"Monness, Crespi, Hardt",Buy,,2022-10-21
474,1,Morgan Stanley,Overweight,,2022-10-17
475,1,Credit Suisse,Outperform,,2022-10-13
476,1,Barclays,Neutral,,2022-10-11
477,1,Rosenblatt,Buy,,2022-09-29
478,1,B of A Securities,Neutral,,2022-09-29
479,1,Evercore ISI Group,Outperform,,2022-09-20
480,1,"Monness, Crespi, Hardt",Buy,,2022-09-06
481,1,Bernstein,Market Perform,,2022-09-06
482,1,Evercore ISI Group,Outperform,,2022-08-22
483,1,Keybanc,Overweight,,2022-08-19
484,1,Wedbush,Outperform,,2022-08-17
485,1,Credit Suisse,Outperform,,2022-08-17
486,1,Bernstein,Market Perform,,2022-08-15
487,1,Keybanc,Overweight,,2022-08-02
488,1,Jefferies,Buy,,2022-07-29
489,1,Goldman Sachs,Neutral,,2022-07-29
490,1,Evercore ISI Group,Outperform,,2022-07-29
491,1,Rosenblatt,Neutral,,2022-07-29
492,1,Raymond James,Outperform,,2022-07-29
493,1,Barclays,Neutral,,2022-07-29
494,1,Citigroup,Buy,,2022-07-29
495,1,B of A Securities,Buy,,2022-07-26
496,1,Wells Fargo,Overweight,,2022-07-20
497,1,Morgan Stanley,Overweight,,2022-07-20
498,1,Goldman Sachs,Neutral,,2022-07-19
499,1,Barclays,Neutral,,2022-07-13
500,1,Citigroup,Buy,,2022-07-13
501,1,B of A Securities,Buy,,2022-07-12
502,1,Keybanc,Overweight,,2022-07-12
503,1,"Monness, Crespi, Hardt",Buy,,2022-07-10
504,1,Tigress Financial,Buy,,2022-06-30
505,1,Evercore ISI Group,Outperform,,2022-06-28
506,1,Morgan Stanley,Overweight,,2022-06-15
507,1,Deutsche Bank,Buy,,2022-06-14
508,1,"Monness, Crespi, Hardt",Buy,,2022-06-07
509,1,B of A Securities,Buy,,2022-06-07
510,1,B of A Securities,Buy,,2022-05-19
511,1,Evercore ISI Group,Outperform,,2022-05-17
512,1,HSBC,Hold,,2022-05-10
513,1,Rosenblatt,Neutral,,2022-05-02
514,1,Credit Suisse,Neutral,,2022-04-29
515,1,Deutsche Bank,Buy,,2022-04-29
516,1,Morgan Stanley,Overweight,,2022-04-29
517,1,JP Morgan,Overweight,,2022-04-29
518,1,Piper Sandler,Overweight,,2022-04-29
519,1,JP Morgan,Overweight,,2022-04-24
520,1,Rosenblatt,Neutral,,2022-04-19
521,1,Evercore ISI Group,Outperform,,2022-03-31
522,1,Evercore ISI Group,Outperform,,2022-03-24
523,1,Barclays,Neutral,,2022-03-11
524,1,Evercore ISI Group,Outperform,,2022-03-09
525,1,Tigress Financial,Buy,,2022-02-15
526,1,Credit Suisse,Neutral,,2022-01-31
527,1,DA Davidson,Buy,,2022-01-28
528,1,Canaccord Genuity,Buy,,2022-01-28
529,1,Jefferies,Buy,,2022-01-28
530,1,B of A Securities,Buy,,2022-01-28
531,1,Oppenheimer,Outperform,,2022-01-28
532,1,New Street Research,Neutral,,2022-01-28
533,1,Deutsche Bank,Buy,,2022-01-28
534,1,Morgan Stanley,Overweight,,2022-01-28
535,1,Raymond James,Outperform,,2022-01-28
536,1,UBS,Buy,,2022-01-28
537,1,Barclays,Neutral,,2022-01-28
538,1,Evercore ISI Group,Outperform,,2022-01-24
539,1,Wells Fargo,Overweight,,2022-01-21
540,1,B of A Securities,Buy,,2022-01-19
541,1,Deutsche Bank,Buy,,2022-01-18
542,1,Loop Capital,Buy,,2022-01-14
543,1,Evercore ISI Group,Outperform,,2022-01-07
544,1,Evercore ISI Group,Outperform,,2022-01-05
545,1,Citigroup,Buy,,2021-12-22
546,1,Evercore ISI Group,Outperform,,2021-12-14
547,1,B of A Securities,Buy,,2021-12-14
548,1,JP Morgan,Overweight,,2021-12-13
549,1,Morgan Stanley,Overweight,,2021-12-07
550,1,Keybanc,Overweight,,2021-12-06
551,1,B of A Securities,Neutral,,2021-12-03
552,1,Wedbush,Outperform,,2021-12-02
553,1,JP Morgan,Overweight,,2021-11-23
554,1,New Street Research,Sell,,2021-11-17
555,1,Tigress Financial,Buy,,2021-11-09
556,1,Morgan Stanley,Overweight,,2021-10-29
557,1,Barclays,Neutral,,2021-10-29
558,1,Oppenheimer,Outperform,,2021-10-29
559,1,JP Morgan,Overweight,,2021-10-28
560,1,Morgan Stanley,Overweight,,2021-10-27
561,1,JP Morgan,Overweight,,2021-10-11
562,1,Tigress Financial,Buy,,2021-09-22
563,1,Piper Sandler,Overweight,,2021-09-09
564,1,Baird,Outperform,,2021-09-08
565,1,Wolfe Research,Neutral,,2021-09-01
566,1,B of A Securities,Neutral,,2021-08-13
567,1,DA Davidson,Buy,,2021-07-28
568,1,Loop Capital,Buy,,2021-07-28
569,1,Deutsche Bank,Buy,,2021-07-28
570,1,Piper Sandler,Overweight,,2021-07-28
571,1,UBS,Buy,,2021-07-28
572,1,Canaccord Genuity,Buy,,2021-07-28
573,1,Wells Fargo,Overweight,,2021-07-28
574,1,Morgan Stanley,Overweight,,2021-07-28
575,1,Wolfe Research,Underperform,,2021-07-28
576,1,Barclays,Neutral,,2021-07-28
577,1,Canaccord Genuity,Buy,,2021-07-22
578,1,UBS,Buy,,2021-07-20
579,1,Morgan Stanley,Overweight,,2021-07-15
580,1,JP Morgan,Overweight,,2021-07-14
581,1,JP Morgan,Overweight,,2021-07-06
582,1,UBS,Buy,,2021-06-30
583,1,Morgan Stanley,Overweight,,2021-06-24
584,1,New Street Research,Sell,,2021-05-28
585,1,Barclays,Neutral,,2021-05-19
586,1,JP Morgan,Overweight,,2021-04-29
587,1,Baird,Outperform,,2021-04-29
588,1,Barclays,Neutral,,2021-04-29
